Alt (m),Mach number,Throttle,Power (W),SFC (gr/MJ),PCN HP,PCN LP,PCN PT,Inlet airflow (kg/s),Fuel flow (kg/s),eta,ISA dev C,P3 (bar),T3 (K),FAR,Residual thrust (N),,,Power (kW)
7620,0.6,0.39,500000,83.56,0.84,0.8,1,3.28,0.04,0.28,-10,5.37,558.44,0.01,307.21,,,500
7620,0.6,0.47,600000,80,0.86,0.84,1,3.57,0.05,0.29,-10,5.95,571.92,0.01,435.89,,,600
7620,0.6,0.55,700000,77.78,0.88,0.87,1,3.86,0.05,0.3,-10,6.53,584.02,0.02,581.68,,,700
7620,0.6,0.63,800000,76.39,0.9,0.9,1,4.14,0.06,0.3,-10,7.1,595.53,0.02,740.95,,,800
7620,0.6,0.71,900000,76.07,0.92,0.93,1,4.39,0.07,0.3,-10,7.66,609.03,0.02,915.15,,,900
7620,0.6,0.79,1000000,76.23,0.94,0.96,1,4.64,0.08,0.3,-10,8.23,622.36,0.02,1109.67,,,1000
7620,0.6,0.86,1100000,76.7,0.96,0.99,1,4.89,0.08,0.3,-10,8.81,635.34,0.02,1321.55,,,1100
7620,0.6,0.94,1200000,77.57,0.97,1.02,1,5.14,0.09,0.3,-10,9.41,648.53,0.02,1556.58,,,1200
7620,0.6,1.02,1300000,78.84,0.99,1.05,1,5.38,0.1,0.29,-10,10.01,662.67,0.02,1814.31,,,1300
0,0,0.06,100040,321.8,0.75,0.41,1,3.02,0.03,0.07,0,4.65,509.58,0.01,327.6,,,100.04
0,0,0.11,200060,211.14,0.81,0.53,1,3.8,0.04,0.11,0,6.04,552.92,0.01,520.01,,,200.06
0,0,0.17,300090,166.81,0.83,0.62,1,4.38,0.05,0.14,0,7.08,575.71,0.01,689.14,,,300.09
0,0,0.23,400110,142.98,0.85,0.68,1,4.86,0.06,0.16,0,7.96,592.03,0.01,847.07,,,400.11
0,0,0.28,500140,128.75,0.87,0.73,1,5.24,0.06,0.18,0,8.71,606.63,0.01,996.61,,,500.14
0,0,0.34,600170,118.78,0.88,0.78,1,5.58,0.07,0.2,0,9.4,618.78,0.01,1141.48,,,600.17
0,0,0.4,700320,111.41,0.9,0.81,1,5.89,0.08,0.21,0,10.03,629.15,0.01,1283.87,,,700.32
0,0,0.45,800220,105.77,0.91,0.84,1,6.18,0.08,0.22,0,10.63,638.34,0.02,1426.24,,,800.22
0,0,0.51,900320,101.26,0.92,0.86,1,6.45,0.09,0.23,0,11.2,646.47,0.02,1567.34,,,900.32
0,0,0.56,1000300,97.66,0.93,0.88,1,6.7,0.1,0.24,0,11.75,654.12,0.02,1708.89,,,1000.3
0,0,0.62,1100400,94.68,0.94,0.9,1,6.95,0.1,0.24,0,12.28,661.25,0.02,1853.02,,,1100.4
0,0,0.68,1200300,92.2,0.95,0.92,1,7.19,0.11,0.25,0,12.81,667.62,0.02,1999.73,,,1200.3
0,0,0.73,1300600,90.07,0.96,0.93,1,7.43,0.12,0.26,0,13.33,673.53,0.02,2150.42,,,1300.6
0,0,0.79,1400400,88.32,0.97,0.95,1,7.66,0.12,0.26,0,13.85,679.28,0.02,2304.83,,,1400.4
0,0,0.85,1500400,87,0.98,0.96,1,7.88,0.13,0.27,0,14.35,685.57,0.02,2463.08,,,1500.4
0,0,0.9,1600400,85.87,0.99,0.98,1,8.11,0.14,0.27,0,14.86,691.6,0.02,2625.35,,,1600.4
0,0,0.96,1700400,85.04,0.99,0.99,1,8.31,0.14,0.27,0,15.35,698.17,0.02,2788.87,,,1700.4
0,0,1,1770700,84.57,1,1,1,8.45,0.15,0.27,0,15.7,702.74,0.02,2907.39,,,
0,0,1.02,1799600,84.38,1,1,1,8.51,0.15,0.27,0,15.84,704.62,0.02,2956.12,,,1799.6
0,0.1,0.06,100040,320.49,0.74,0.41,1,3.02,0.03,0.07,0,4.66,509.63,0.01,225.15,,,100.04
0,0.1,0.11,200060,210.62,0.81,0.53,1,3.8,0.04,0.11,0,6.05,553.11,0.01,391.4,,,200.06
0,0.1,0.17,300040,166.45,0.83,0.61,1,4.39,0.05,0.14,0,7.09,575.92,0.01,540.26,,,300.04
0,0.1,0.22,400050,142.71,0.85,0.68,1,4.86,0.06,0.16,0,7.96,592.23,0.01,682.75,,,400.05
0,0.1,0.28,500020,128.48,0.87,0.73,1,5.25,0.06,0.18,0,8.72,606.75,0.01,818.59,,,500.02
0,0.1,0.34,600010,118.56,0.88,0.77,1,5.59,0.07,0.2,0,9.4,618.93,0.01,951.93,,,600.01
0,0.1,0.39,700020,111.27,0.9,0.81,1,5.89,0.08,0.21,0,10.04,629.38,0.01,1084.63,,,700.02
0,0.1,0.45,800010,105.6,0.91,0.84,1,6.18,0.08,0.22,0,10.64,638.51,0.02,1216.47,,,800.01
0,0.1,0.51,900010,101.15,0.92,0.86,1,6.45,0.09,0.23,0,11.21,646.73,0.02,1349.34,,,900.01
0,0.1,0.56,1000000,97.55,0.93,0.88,1,6.71,0.1,0.24,0,11.76,654.35,0.02,1482.53,,,1000
0,0.1,0.62,1100000,94.59,0.94,0.9,1,6.95,0.1,0.25,0,12.29,661.49,0.02,1618.37,,,1100
0,0.1,0.67,1200000,92.09,0.95,0.92,1,7.19,0.11,0.25,0,12.81,667.86,0.02,1755.6,,,1200
0,0.1,0.73,1300000,90.01,0.96,0.93,1,7.43,0.12,0.26,0,13.34,673.85,0.02,1899.41,,,1300
0,0.1,0.79,1400000,88.21,0.97,0.95,1,7.67,0.12,0.26,0,13.85,679.5,0.02,2044.68,,,1400
0,0.1,0.84,1500000,86.91,0.98,0.96,1,7.89,0.13,0.27,0,14.36,685.76,0.02,2197.08,,,1500
0,0.1,0.9,1600000,85.79,0.99,0.98,1,8.11,0.14,0.27,0,14.87,691.8,0.02,2351.95,,,1600
0,0.1,0.96,1700000,84.9,0.99,0.99,1,8.32,0.14,0.27,0,15.36,698.16,0.02,2507.55,,,1700
0,0.1,1.01,1800000,84.24,1,1,1,8.52,0.15,0.28,0,15.85,704.69,0.02,2669.66,,,1800
0,0.2,0.06,100040,316.52,0.74,0.4,1,3.04,0.03,0.07,0,4.67,509.75,0.01,122.19,,,100.04
0,0.2,0.11,200020,208.65,0.81,0.52,1,3.82,0.04,0.11,0,6.05,553.39,0.01,261.72,,,200.02
0,0.2,0.17,300020,165.28,0.83,0.61,1,4.4,0.05,0.14,0,7.09,576.53,0.01,391.24,,,300.02
0,0.2,0.22,400010,141.68,0.85,0.67,1,4.87,0.06,0.16,0,7.97,592.68,0.01,516.97,,,400.01
0,0.2,0.28,500000,127.57,0.87,0.72,1,5.26,0.06,0.18,0,8.73,607.08,0.01,640.56,,,500
0,0.2,0.33,600000,117.8,0.88,0.77,1,5.6,0.07,0.2,0,9.41,619.38,0.01,762.46,,,600
0,0.2,0.39,700000,110.55,0.89,0.8,1,5.91,0.08,0.21,0,10.05,629.81,0.01,883.96,,,700
0,0.2,0.44,800000,104.98,0.91,0.83,1,6.2,0.08,0.22,0,10.65,639.03,0.02,1006.87,,,800
0,0.2,0.5,900000,100.56,0.92,0.85,1,6.47,0.09,0.23,0,11.22,647.22,0.02,1129.67,,,900
0,0.2,0.55,1000000,96.98,0.93,0.88,1,6.72,0.1,0.24,0,11.77,654.77,0.02,1254.29,,,1000
0,0.2,0.61,1100000,94.07,0.94,0.9,1,6.97,0.1,0.25,0,12.3,661.95,0.02,1381.71,,,1100
0,0.2,0.66,1200000,91.66,0.95,0.91,1,7.21,0.11,0.25,0,12.82,668.56,0.02,1511.84,,,1200
0,0.2,0.72,1300000,89.59,0.96,0.93,1,7.45,0.12,0.26,0,13.34,674.55,0.02,1646.33,,,1300
0,0.2,0.77,1400000,87.82,0.97,0.94,1,7.68,0.12,0.26,0,13.86,680.21,0.02,1785.04,,,1400
0,0.2,0.83,1500000,86.44,0.98,0.96,1,7.91,0.13,0.27,0,14.38,686.09,0.02,1929.13,,,1500
0,0.2,0.89,1600000,85.34,0.98,0.97,1,8.13,0.14,0.27,0,14.88,692.16,0.02,2076.57,,,1600
0,0.2,0.94,1700000,84.42,0.99,0.99,1,8.35,0.14,0.27,0,15.39,698.12,0.02,2227.83,,,1700
0,0.2,1,1800000,83.75,1,1,1,8.55,0.15,0.28,0,15.88,704.57,0.02,2381.78,,,1800
0,0.2,1.05,1900000,83.23,1.01,1.01,1,8.75,0.16,0.28,0,16.37,710.92,0.02,2541.72,,,1900
0,0.3,0.05,100040,309.94,0.74,0.4,1,3.07,0.03,0.07,0,4.69,509.99,0.01,17.43,,,100.04
0,0.3,0.11,200020,205.4,0.8,0.51,1,3.84,0.04,0.11,0,6.07,553.92,0.01,131.11,,,200.02
0,0.3,0.16,300020,163.39,0.83,0.59,1,4.42,0.05,0.14,0,7.11,577.62,0.01,241.29,,,300.02
0,0.3,0.22,400010,140.03,0.85,0.66,1,4.9,0.06,0.17,0,7.98,593.53,0.01,350.89,,,400.01
0,0.3,0.27,500000,126.06,0.86,0.71,1,5.29,0.06,0.18,0,8.75,607.71,0.01,461.39,,,500
0,0.3,0.32,600000,116.52,0.88,0.75,1,5.63,0.07,0.2,0,9.43,620.07,0.01,572.17,,,600
0,0.3,0.38,700000,109.41,0.89,0.79,1,5.94,0.08,0.21,0,10.07,630.6,0.01,683.14,,,700
0,0.3,0.43,800000,103.96,0.9,0.82,1,6.22,0.08,0.22,0,10.67,639.91,0.01,796.39,,,800
0,0.3,0.49,900000,99.62,0.91,0.84,1,6.49,0.09,0.23,0,11.24,648.1,0.02,910.19,,,900
0,0.3,0.54,1000000,96.11,0.92,0.87,1,6.75,0.1,0.24,0,11.79,655.63,0.02,1026.34,,,1000
0,0.3,0.59,1100000,93.25,0.93,0.89,1,7,0.1,0.25,0,12.32,662.78,0.02,1145.61,,,1100
0,0.3,0.65,1200000,90.89,0.95,0.9,1,7.23,0.11,0.26,0,12.85,669.47,0.02,1267.57,,,1200
0,0.3,0.7,1300000,88.91,0.96,0.92,1,7.47,0.12,0.26,0,13.36,675.75,0.02,1394.01,,,1300
0,0.3,0.76,1400000,87.19,0.96,0.93,1,7.7,0.12,0.27,0,13.88,681.51,0.02,1524.75,,,1400
0,0.3,0.81,1500000,85.77,0.97,0.95,1,7.94,0.13,0.27,0,14.4,687.02,0.02,1661.76,,,1500
0,0.3,0.86,1600000,84.65,0.98,0.96,1,8.17,0.14,0.27,0,14.91,692.82,0.02,1802.32,,,1600
0,0.3,0.92,1700000,83.73,0.99,0.98,1,8.39,0.14,0.28,0,15.42,698.71,0.02,1946.57,,,1700
0,0.3,0.97,1800000,82.98,1,0.99,1,8.6,0.15,0.28,0,15.92,704.51,0.02,2095.2,,,1800
0,0.3,1.03,1900000,82.49,1,1,1,8.8,0.16,0.28,0,16.42,710.86,0.02,2248.88,,,1900
0,0.4,0.16,300020,160.59,0.83,0.58,1,4.44,0.05,0.14,0,7.13,579,0.01,89.56,,,300.02
0,0.4,0.21,400000,137.77,0.84,0.64,1,4.93,0.06,0.17,0,8.01,594.87,0.01,182.99,,,400
0,0.4,0.26,500000,123.88,0.86,0.69,1,5.33,0.06,0.19,0,8.77,608.62,0.01,279.92,,,500
0,0.4,0.31,600000,114.64,0.87,0.73,1,5.66,0.07,0.2,0,9.46,620.84,0.01,379.33,,,600
0,0.4,0.37,700000,107.8,0.89,0.77,1,5.97,0.08,0.22,0,10.09,631.63,0.01,480.22,,,700
0,0.4,0.42,800000,102.48,0.9,0.81,1,6.26,0.08,0.23,0,10.7,641.06,0.01,583.89,,,800
0,0.4,0.47,900000,98.28,0.91,0.83,1,6.53,0.09,0.24,0,11.27,649.31,0.02,688.72,,,900
0,0.4,0.52,1000000,94.88,0.92,0.85,1,6.79,0.09,0.24,0,11.82,656.89,0.02,796.53,,,1000
0,0.4,0.57,1100000,92.09,0.93,0.87,1,7.04,0.1,0.25,0,12.36,663.96,0.02,907.6,,,1100
0,0.4,0.63,1200000,89.8,0.94,0.89,1,7.27,0.11,0.26,0,12.88,670.65,0.02,1021.73,,,1200
0,0.4,0.68,1300000,87.9,0.95,0.91,1,7.51,0.11,0.26,0,13.39,677.08,0.02,1140.26,,,1300
0,0.4,0.73,1400000,86.29,0.96,0.93,1,7.74,0.12,0.27,0,13.91,683.2,0.02,1263.24,,,1400
0,0.4,0.78,1500000,84.92,0.97,0.94,1,7.97,0.13,0.27,0,14.43,688.83,0.02,1392.24,,,1500
0,0.4,0.84,1600000,83.75,0.98,0.95,1,8.21,0.13,0.28,0,14.95,694.18,0.02,1525.76,,,1600
0,0.4,0.89,1700000,82.79,0.99,0.96,1,8.44,0.14,0.28,0,15.46,699.64,0.02,1663.55,,,1700
0,0.4,0.94,1800000,82.05,0.99,0.98,1,8.65,0.15,0.28,0,15.97,705.38,0.02,1805.24,,,1800
0,0.4,0.99,1900000,81.46,1,0.99,1,8.87,0.15,0.28,0,16.48,711,0.02,1953.5,,,1900
0,0.4,1.05,2000000,81.08,1.01,1,1,9.08,0.16,0.29,0,16.98,717,0.02,2105.67,,,2000
0,0.5,0.2,400010,134.98,0.84,0.62,1,4.96,0.05,0.17,0,8.03,596.85,0.01,12.7,,,400.01
0,0.5,0.25,500000,121.29,0.85,0.67,1,5.37,0.06,0.19,0,8.8,610.06,0.01,95.57,,,500
0,0.5,0.3,600000,112.18,0.87,0.71,1,5.72,0.07,0.21,0,9.5,621.96,0.01,183.23,,,600
0,0.5,0.35,700000,105.63,0.88,0.75,1,6.02,0.07,0.22,0,10.13,632.63,0.01,274.01,,,700
0,0.5,0.4,800000,100.61,0.9,0.78,1,6.31,0.08,0.23,0,10.74,642.42,0.01,369,,,800
0,0.5,0.45,900000,96.52,0.91,0.81,1,6.58,0.09,0.24,0,11.31,650.76,0.01,464.12,,,900
0,0.5,0.5,1000000,93.28,0.92,0.83,1,6.84,0.09,0.25,0,11.86,658.44,0.02,563.67,,,1000
0,0.5,0.56,1100000,90.59,0.93,0.85,1,7.09,0.1,0.26,0,12.4,665.55,0.02,666.61,,,1100
0,0.5,0.61,1200000,88.38,0.94,0.87,1,7.32,0.11,0.26,0,12.92,672.19,0.02,772.94,,,1200
0,0.5,0.66,1300000,86.54,0.94,0.89,1,7.56,0.11,0.27,0,13.44,678.56,0.02,883.76,,,1300
0,0.5,0.71,1400000,85.03,0.95,0.91,1,7.79,0.12,0.27,0,13.95,684.8,0.02,999.19,,,1400
0,0.5,0.76,1500000,83.77,0.96,0.92,1,8.02,0.13,0.28,0,14.47,690.81,0.02,1120.39,,,1500
0,0.5,0.81,1600000,82.68,0.97,0.94,1,8.25,0.13,0.28,0,14.99,696.46,0.02,1246.34,,,1600
0,0.5,0.86,1700000,81.73,0.98,0.95,1,8.49,0.14,0.28,0,15.51,701.71,0.02,1376.76,,,1700
0,0.5,0.91,1800000,80.91,0.99,0.96,1,8.72,0.15,0.29,0,16.02,706.75,0.02,1512.03,,,1800
0,0.5,0.96,1900000,80.33,1,0.98,1,8.94,0.15,0.29,0,16.54,712.23,0.02,1653.25,,,1900
0,0.5,1.01,2000000,79.9,1,0.99,1,9.16,0.16,0.29,0,17.05,717.75,0.02,1799.32,,,2000
0,0.6,0.34,700000,102.91,0.88,0.72,1,6.09,0.07,0.23,0,10.18,633.9,0.01,62.9,,,700
0,0.6,0.39,800000,98.14,0.89,0.75,1,6.38,0.08,0.24,0,10.78,643.61,0.01,147.77,,,800
0,0.6,0.44,900000,94.34,0.9,0.78,1,6.64,0.08,0.25,0,11.35,652.25,0.01,234.95,,,900
0,0.6,0.48,1000000,91.25,0.91,0.81,1,6.9,0.09,0.25,0,11.91,660.21,0.01,326.54,,,1000
0,0.6,0.53,1100000,88.72,0.92,0.83,1,7.15,0.1,0.26,0,12.45,667.41,0.02,421.24,,,1100
0,0.6,0.58,1200000,86.64,0.93,0.85,1,7.39,0.1,0.27,0,12.97,674.11,0.02,520.25,,,1200
0,0.6,0.63,1300000,84.88,0.94,0.87,1,7.62,0.11,0.27,0,13.49,680.48,0.02,622.64,,,1300
0,0.6,0.68,1400000,83.42,0.95,0.89,1,7.86,0.12,0.28,0,14.01,686.61,0.02,730.97,,,1400
0,0.6,0.73,1500000,82.25,0.96,0.9,1,8.09,0.12,0.28,0,14.53,692.67,0.02,844.6,,,1500
0,0.6,0.77,1600000,81.25,0.97,0.92,1,8.32,0.13,0.29,0,15.04,698.56,0.02,962.87,,,1600
0,0.6,0.82,1700000,80.42,0.97,0.93,1,8.55,0.14,0.29,0,15.56,704.21,0.02,1086.16,,,1700
0,0.6,0.87,1800000,79.67,0.98,0.95,1,8.78,0.14,0.29,0,16.08,709.53,0.02,1213.72,,,1800
0,0.6,0.92,1900000,79.08,0.99,0.96,1,9.01,0.15,0.29,0,16.6,714.59,0.02,1348.28,,,1900
0,0.6,0.97,2000000,78.57,1,0.97,1,9.24,0.16,0.3,0,17.13,719.45,0.02,1487.88,,,2000
0,0.6,1.02,2100000,78.2,1.01,0.98,1,9.46,0.16,0.3,0,17.64,724.61,0.02,1631.11,,,2100
304.8,0,0.06,100040,315.36,0.75,0.41,1,2.95,0.03,0.07,0,4.55,508.72,0.01,323.98,,,100.04
304.8,0,0.11,200020,206.92,0.81,0.53,1,3.72,0.04,0.11,0,5.91,551.62,0.01,514.73,,,200.02
304.8,0,0.17,300020,163.56,0.83,0.62,1,4.3,0.05,0.14,0,6.94,574.12,0.01,683.37,,,300.02
304.8,0,0.23,400010,140.53,0.85,0.69,1,4.76,0.06,0.17,0,7.8,590.72,0.01,840.02,,,400.01
304.8,0,0.29,500000,126.65,0.87,0.74,1,5.13,0.06,0.18,0,8.54,605.29,0.01,988.73,,,500
304.8,0,0.34,600000,116.96,0.88,0.78,1,5.47,0.07,0.2,0,9.22,617.54,0.01,1134.49,,,600
304.8,0,0.4,700000,109.8,0.9,0.82,1,5.77,0.08,0.21,0,9.84,627.79,0.01,1276.12,,,700
304.8,0,0.46,800000,104.32,0.91,0.84,1,6.06,0.08,0.22,0,10.44,637.05,0.02,1419.39,,,800
304.8,0,0.52,900000,99.95,0.92,0.87,1,6.33,0.09,0.23,0,11,645.15,0.02,1560.12,,,900
304.8,0,0.57,1000000,96.45,0.93,0.89,1,6.58,0.1,0.24,0,11.54,652.88,0.02,1703.08,,,1000
304.8,0,0.63,1100000,93.58,0.94,0.91,1,6.82,0.1,0.25,0,12.07,659.94,0.02,1848.16,,,1100
304.8,0,0.69,1200000,91.16,0.95,0.92,1,7.06,0.11,0.25,0,12.6,666.25,0.02,1997.05,,,1200
304.8,0,0.75,1300000,89.12,0.96,0.94,1,7.3,0.12,0.26,0,13.12,672.2,0.02,2150.06,,,1300
304.8,0,0.8,1400000,87.54,0.97,0.95,1,7.53,0.12,0.26,0,13.63,678.47,0.02,2306.79,,,1400
304.8,0,0.86,1500000,86.28,0.98,0.97,1,7.76,0.13,0.27,0,14.14,684.82,0.02,2467.71,,,1500
304.8,0,0.92,1600000,85.29,0.99,0.98,1,7.97,0.14,0.27,0,14.64,691.37,0.02,2631.24,,,1600
304.8,0,0.98,1700000,84.52,1,1,1,8.17,0.14,0.27,0,15.13,698.11,0.02,2797.5,,,1700
304.8,0,1.03,1800000,83.9,1,1.01,1,8.37,0.15,0.28,0,15.62,704.69,0.02,2968.98,,,1800
304.8,0.1,0.06,100040,314.11,0.74,0.41,1,2.96,0.03,0.07,0,4.55,508.76,0.01,224.12,,,100.04
304.8,0.1,0.11,200020,206.32,0.81,0.53,1,3.72,0.04,0.11,0,5.91,551.75,0.01,388.84,,,200.02
304.8,0.1,0.17,300020,163.19,0.83,0.62,1,4.3,0.05,0.14,0,6.94,574.34,0.01,537.88,,,300.02
304.8,0.1,0.23,400010,140.18,0.85,0.69,1,4.76,0.06,0.17,0,7.8,590.85,0.01,678.98,,,400.01
304.8,0.1,0.29,500000,126.37,0.87,0.74,1,5.14,0.06,0.18,0,8.54,605.43,0.01,814.91,,,500
304.8,0.1,0.34,600000,116.72,0.88,0.78,1,5.48,0.07,0.2,0,9.22,617.7,0.01,949.23,,,600
304.8,0.1,0.4,700000,109.58,0.9,0.81,1,5.78,0.08,0.21,0,9.84,627.96,0.01,1080.67,,,700
304.8,0.1,0.46,800000,104.12,0.91,0.84,1,6.07,0.08,0.22,0,10.44,637.23,0.02,1214.22,,,800
304.8,0.1,0.51,900000,99.76,0.92,0.87,1,6.33,0.09,0.23,0,11,645.31,0.02,1346.11,,,900
304.8,0.1,0.57,1000000,96.28,0.93,0.89,1,6.58,0.1,0.24,0,11.55,653.05,0.02,1480.54,,,1000
304.8,0.1,0.63,1100000,93.43,0.94,0.91,1,6.83,0.1,0.25,0,12.08,660.16,0.02,1617.3,,,1100
304.8,0.1,0.69,1200000,91.02,0.95,0.92,1,7.07,0.11,0.25,0,12.6,666.5,0.02,1757.96,,,1200
304.8,0.1,0.74,1300000,88.99,0.96,0.94,1,7.31,0.12,0.26,0,13.12,672.46,0.02,1902.68,,,1300
304.8,0.1,0.8,1400000,87.39,0.97,0.95,1,7.54,0.12,0.27,0,13.63,678.6,0.02,2052.17,,,1400
304.8,0.1,0.86,1500000,86.14,0.98,0.97,1,7.76,0.13,0.27,0,14.14,684.96,0.02,2205.6,,,1500
304.8,0.1,0.91,1600000,85.13,0.99,0.98,1,7.98,0.14,0.27,0,14.64,691.35,0.02,2362.42,,,1600
304.8,0.1,0.97,1700000,84.36,1,0.99,1,8.18,0.14,0.27,0,15.14,698.09,0.02,2521.85,,,1700
304.8,0.1,1.03,1800000,83.75,1,1.01,1,8.38,0.15,0.28,0,15.63,704.68,0.02,2686.6,,,1800
304.8,0.2,0.06,100040,310.29,0.74,0.41,1,2.97,0.03,0.07,0,4.57,508.9,0.01,123.78,,,100.04
304.8,0.2,0.11,200020,204.51,0.81,0.53,1,3.74,0.04,0.11,0,5.92,552.12,0.01,262.71,,,200.02
304.8,0.2,0.17,300020,162.07,0.83,0.61,1,4.31,0.05,0.14,0,6.95,574.97,0.01,392.29,,,300.02
304.8,0.2,0.23,400010,139.14,0.85,0.68,1,4.78,0.06,0.17,0,7.81,591.24,0.01,517.81,,,400.01
304.8,0.2,0.28,500000,125.5,0.87,0.73,1,5.15,0.06,0.18,0,8.55,605.77,0.01,641.09,,,500
304.8,0.2,0.34,600000,115.99,0.88,0.77,1,5.49,0.07,0.2,0,9.23,618.16,0.01,764.03,,,600
304.8,0.2,0.39,700000,108.92,0.89,0.81,1,5.79,0.08,0.21,0,9.86,628.47,0.01,885.33,,,700
304.8,0.2,0.45,800000,103.52,0.91,0.84,1,6.08,0.08,0.22,0,10.45,637.75,0.02,1009.28,,,800
304.8,0.2,0.51,900000,99.22,0.92,0.86,1,6.35,0.09,0.23,0,11.01,645.85,0.02,1132.3,,,900
304.8,0.2,0.56,1000000,95.77,0.93,0.88,1,6.6,0.1,0.24,0,11.56,653.55,0.02,1258.38,,,1000
304.8,0.2,0.62,1100000,92.96,0.94,0.9,1,6.84,0.1,0.25,0,12.09,660.7,0.02,1386.95,,,1100
304.8,0.2,0.68,1200000,90.61,0.95,0.92,1,7.08,0.11,0.26,0,12.61,667.23,0.02,1519.19,,,1200
304.8,0.2,0.73,1300000,88.61,0.96,0.93,1,7.32,0.12,0.26,0,13.13,673.24,0.02,1655.89,,,1300
304.8,0.2,0.79,1400000,86.97,0.97,0.95,1,7.56,0.12,0.27,0,13.65,679.07,0.02,1798.16,,,1400
304.8,0.2,0.85,1500000,85.72,0.98,0.96,1,7.78,0.13,0.27,0,14.16,685.36,0.02,1944.39,,,1500
304.8,0.2,0.9,1600000,84.67,0.99,0.98,1,8,0.14,0.27,0,14.67,691.49,0.02,2094.65,,,1600
304.8,0.2,0.96,1700000,83.9,0.99,0.99,1,8.21,0.14,0.28,0,15.16,698.05,0.02,2247.86,,,1700
304.8,0.2,1.01,1800000,83.3,1,1,1,8.41,0.15,0.28,0,15.66,704.64,0.02,2406.07,,,1800
304.8,0.3,0.06,100040,303.92,0.74,0.4,1,3,0.03,0.08,0,4.59,509.12,0.01,21.71,,,100.04
304.8,0.3,0.11,200020,201.42,0.8,0.52,1,3.76,0.04,0.12,0,5.94,552.69,0.01,135.32,,,200.02
304.8,0.3,0.17,300020,160.17,0.83,0.6,1,4.33,0.05,0.14,0,6.96,576,0.01,245.8,,,300.02
304.8,0.3,0.22,400010,137.56,0.85,0.67,1,4.8,0.06,0.17,0,7.82,592.12,0.01,355.63,,,400.01
304.8,0.3,0.27,500000,124.01,0.86,0.71,1,5.18,0.06,0.19,0,8.57,606.32,0.01,466.21,,,500
304.8,0.3,0.33,600000,114.75,0.88,0.76,1,5.52,0.07,0.2,0,9.25,618.89,0.01,577.95,,,600
304.8,0.3,0.38,700000,107.8,0.89,0.8,1,5.82,0.08,0.22,0,9.87,629.28,0.01,689.1,,,700
304.8,0.3,0.44,800000,102.52,0.9,0.83,1,6.11,0.08,0.23,0,10.47,638.62,0.01,803.49,,,800
304.8,0.3,0.49,900000,98.33,0.91,0.85,1,6.37,0.09,0.24,0,11.03,646.78,0.02,917.93,,,900
304.8,0.3,0.55,1000000,94.91,0.92,0.87,1,6.63,0.09,0.24,0,11.58,654.34,0.02,1035.5,,,1000
304.8,0.3,0.6,1100000,92.17,0.94,0.89,1,6.87,0.1,0.25,0,12.11,661.56,0.02,1155.96,,,1100
304.8,0.3,0.66,1200000,89.9,0.95,0.91,1,7.11,0.11,0.26,0,12.63,668.3,0.02,1280.02,,,1200
304.8,0.3,0.71,1300000,87.96,0.96,0.92,1,7.34,0.11,0.26,0,13.15,674.48,0.02,1408.62,,,1300
304.8,0.3,0.77,1400000,86.35,0.97,0.94,1,7.58,0.12,0.27,0,13.67,680.3,0.02,1543.16,,,1400
304.8,0.3,0.82,1500000,85.01,0.98,0.95,1,7.82,0.13,0.27,0,14.19,686,0.02,1682.8,,,1500
304.8,0.3,0.88,1600000,84,0.98,0.97,1,8.04,0.13,0.28,0,14.7,692.18,0.02,1825.78,,,1600
304.8,0.3,0.93,1700000,83.14,0.99,0.98,1,8.26,0.14,0.28,0,15.2,698.12,0.02,1973.31,,,1700
304.8,0.3,0.99,1800000,82.56,1,1,1,8.46,0.15,0.28,0,15.7,704.59,0.02,2125.44,,,1800
304.8,0.3,1.04,1900000,82.12,1.01,1.01,1,8.67,0.16,0.28,0,16.2,711.04,0.02,2282.79,,,1900
304.8,0.4,0.11,200020,196.95,0.8,0.5,1,3.8,0.04,0.12,0,5.97,553.37,0.01,5.51,,,200.02
304.8,0.4,0.16,300020,157.53,0.83,0.58,1,4.36,0.05,0.15,0,6.98,577.47,0.01,97.61,,,300.02
304.8,0.4,0.21,400010,135.26,0.84,0.65,1,4.83,0.05,0.17,0,7.85,593.26,0.01,191.57,,,400.01
304.8,0.4,0.27,500000,121.94,0.86,0.7,1,5.22,0.06,0.19,0,8.6,607.26,0.01,289.2,,,500
304.8,0.4,0.32,600000,112.93,0.87,0.74,1,5.55,0.07,0.21,0,9.28,619.69,0.01,389.73,,,600
304.8,0.4,0.37,700000,106.26,0.89,0.78,1,5.85,0.07,0.22,0,9.9,630.33,0.01,490.96,,,700
304.8,0.4,0.43,800000,101.1,0.9,0.81,1,6.14,0.08,0.23,0,10.5,639.78,0.01,595.81,,,800
304.8,0.4,0.48,900000,97.02,0.91,0.84,1,6.41,0.09,0.24,0,11.06,647.96,0.02,701.35,,,900
304.8,0.4,0.53,1000000,93.73,0.92,0.86,1,6.66,0.09,0.25,0,11.61,655.64,0.02,810.66,,,1000
304.8,0.4,0.59,1100000,91.03,0.93,0.88,1,6.91,0.1,0.25,0,12.14,662.69,0.02,923.43,,,1100
304.8,0.4,0.64,1200000,88.84,0.94,0.9,1,7.14,0.11,0.26,0,12.66,669.5,0.02,1039.31,,,1200
304.8,0.4,0.69,1300000,87,0.95,0.91,1,7.38,0.11,0.27,0,13.18,675.99,0.02,1160,,,1300
