Alt (m),Mach number,Throttle,Power (W),SFC (gr/MJ),PCN HP,PCN LP,PCN PT,Inlet airflow (kg/s),Fuel flow (kg/s),eta,ISA dev C,P3 (bar),T3 (K),FAR,Residual thrust (N),,,Power (kW)
0,0.3,0.71,900000,102.62,0.95,0.88,1,6.07,0.09,0.23,30,10.95,706.84,0.02,866.73,,,900
0,0.3,0.79,1000000,99,0.97,0.9,1,6.3,0.1,0.23,30,11.48,714.92,0.02,978.02,,,1000
0,0.3,0.87,1100000,96.01,0.98,0.92,1,6.54,0.11,0.24,30,12.01,722.53,0.02,1092.66,,,1100
0,0.3,0.94,1200000,93.57,0.99,0.94,1,6.75,0.11,0.25,30,12.51,729.74,0.02,1209.58,,,1200
0,0.3,1.02,1300000,91.51,1,0.96,1,6.97,0.12,0.25,30,13.01,736.52,0.02,1329.88,,,1300
0,0.4,0.23,300020,166.01,0.86,0.59,1,4.15,0.05,0.14,30,6.95,632.41,0.01,75.84,,,300.02
0,0.4,0.3,400010,142.47,0.88,0.66,1,4.6,0.06,0.16,30,7.81,649.92,0.01,165.21,,,400.01
0,0.4,0.38,500000,127.81,0.9,0.72,1,4.98,0.06,0.18,30,8.56,664.37,0.01,257.76,,,500
0,0.4,0.46,600000,118.11,0.91,0.76,1,5.29,0.07,0.2,30,9.22,677.17,0.01,352,,,600
0,0.4,0.53,700000,111.03,0.93,0.8,1,5.58,0.08,0.21,30,9.84,688.87,0.02,448.93,,,700
0,0.4,0.61,800000,105.54,0.94,0.83,1,5.85,0.08,0.22,30,10.42,699.05,0.02,547.65,,,800
0,0.4,0.68,900000,101.21,0.95,0.86,1,6.1,0.09,0.23,30,10.98,708.12,0.02,649.12,,,900
0,0.4,0.76,1000000,97.68,0.96,0.88,1,6.34,0.1,0.24,30,11.52,716.25,0.02,752.5,,,1000
0,0.4,0.84,1100000,94.79,0.97,0.91,1,6.57,0.1,0.24,30,12.03,723.88,0.02,858.75,,,1100
0,0.4,0.91,1200000,92.39,0.98,0.92,1,6.79,0.11,0.25,30,12.54,730.95,0.02,968.17,,,1200
0,0.4,0.99,1300000,90.42,0.99,0.94,1,7.01,0.12,0.26,30,13.04,737.82,0.02,1081.02,,,1300
0,0.4,1.06,1400000,88.73,1,0.96,1,7.22,0.12,0.26,30,13.53,744.36,0.02,1197.56,,,1400
0,0.5,0.36,500000,125.07,0.89,0.69,1,5.02,0.06,0.19,30,8.59,665.92,0.01,76.49,,,500
0,0.5,0.44,600000,115.51,0.91,0.74,1,5.34,0.07,0.2,30,9.26,678.45,0.01,159.13,,,600
0,0.5,0.51,700000,108.71,0.92,0.77,1,5.63,0.08,0.21,30,9.88,689.89,0.02,245.99,,,700
0,0.5,0.58,800000,103.49,0.94,0.81,1,5.9,0.08,0.22,30,10.46,700.31,0.02,335.54,,,800
0,0.5,0.66,900000,99.33,0.95,0.84,1,6.15,0.09,0.23,30,11.02,709.64,0.02,428.15,,,900
0,0.5,0.73,1000000,95.96,0.96,0.86,1,6.39,0.1,0.24,30,11.55,717.85,0.02,523.01,,,1000
0,0.5,0.8,1100000,93.19,0.97,0.89,1,6.62,0.1,0.25,30,12.07,725.55,0.02,621.69,,,1100
0,0.5,0.87,1200000,90.9,0.98,0.91,1,6.84,0.11,0.26,30,12.58,732.66,0.02,723.44,,,1200
0,0.5,0.95,1300000,88.98,0.99,0.92,1,7.06,0.12,0.26,30,13.08,739.39,0.02,829.16,,,1300
0,0.5,1.02,1400000,87.37,1,0.94,1,7.27,0.12,0.27,30,13.57,746,0.02,938.35,,,1400
0,0.6,0.48,700000,105.84,0.92,0.75,1,5.69,0.07,0.22,30,9.92,691.36,0.01,38.43,,,700
0,0.6,0.55,800000,100.89,0.93,0.77,1,5.96,0.08,0.23,30,10.51,701.56,0.02,118.69,,,800
0,0.6,0.62,900000,96.99,0.94,0.81,1,6.21,0.09,0.24,30,11.07,711.08,0.02,202.84,,,900
0,0.6,0.69,1000000,93.82,0.95,0.84,1,6.45,0.09,0.25,30,11.6,719.67,0.02,289.54,,,1000
0,0.6,0.76,1100000,91.2,0.96,0.86,1,6.68,0.1,0.25,30,12.12,727.48,0.02,380.38,,,1100
0,0.6,0.83,1200000,89.04,0.97,0.88,1,6.9,0.11,0.26,30,12.63,734.67,0.02,474.47,,,1200
0,0.6,0.9,1300000,87.23,0.98,0.9,1,7.12,0.11,0.27,30,13.13,741.48,0.02,572.76,,,1300
0,0.6,0.97,1400000,85.69,0.99,0.92,1,7.33,0.12,0.27,30,13.63,748,0.02,674.69,,,1400
0,0.6,1.04,1500000,84.44,1,0.94,1,7.55,0.13,0.27,30,14.13,754.34,0.02,782.35,,,1500
304.8,0,0.08,100040,325.96,0.78,0.42,1,2.75,0.03,0.07,30,4.44,555.64,0.01,311.6,,,100.04
304.8,0,0.17,200020,214.21,0.85,0.55,1,3.47,0.04,0.11,30,5.77,602.82,0.01,495.82,,,200.02
304.8,0,0.25,300020,169.39,0.87,0.64,1,4.01,0.05,0.14,30,6.77,627.74,0.01,658.34,,,300.02
304.8,0,0.33,400010,145.15,0.89,0.71,1,4.44,0.06,0.16,30,7.6,645.22,0.01,810.14,,,400.01
304.8,0,0.41,500000,130.74,0.91,0.76,1,4.8,0.07,0.18,30,8.33,660.96,0.02,953.78,,,500
304.8,0,0.5,600000,120.66,0.92,0.81,1,5.11,0.07,0.19,30,8.98,674.04,0.02,1092.71,,,600
304.8,0,0.58,700000,113.23,0.94,0.85,1,5.39,0.08,0.2,30,9.59,685.28,0.02,1230.11,,,700
304.8,0,0.66,800000,107.53,0.95,0.88,1,5.66,0.09,0.22,30,10.17,695.2,0.02,1367.6,,,800
304.8,0,0.75,900000,103.02,0.96,0.9,1,5.91,0.09,0.23,30,10.71,704.04,0.02,1504.44,,,900
304.8,0,0.83,1000000,99.39,0.97,0.92,1,6.14,0.1,0.23,30,11.24,712.28,0.02,1641.66,,,1000
304.8,0,0.91,1100000,96.41,0.98,0.94,1,6.37,0.11,0.24,30,11.76,720,0.02,1781.64,,,1100
304.8,0,1,1200000,93.92,0.99,0.96,1,6.59,0.11,0.25,30,12.26,726.92,0.02,1923.65,,,1200
304.8,0,1.08,1300000,91.79,1,0.98,1,6.81,0.12,0.25,30,12.76,733.29,0.02,2069.43,,,1300
304.8,0.1,0.08,100040,324.61,0.78,0.42,1,2.76,0.03,0.07,30,4.44,555.69,0.01,213.62,,,100.04
304.8,0.1,0.17,200020,213.55,0.84,0.55,1,3.48,0.04,0.11,30,5.77,602.95,0.01,372.31,,,200.02
304.8,0.1,0.25,300020,168.99,0.87,0.64,1,4.01,0.05,0.14,30,6.77,627.96,0.01,515.72,,,300.02
304.8,0.1,0.33,400010,144.81,0.89,0.71,1,4.45,0.06,0.16,30,7.61,645.4,0.01,651.98,,,400.01
304.8,0.1,0.41,500000,130.43,0.91,0.76,1,4.8,0.07,0.18,30,8.33,661.08,0.02,783.14,,,500
304.8,0.1,0.5,600000,120.4,0.92,0.81,1,5.11,0.07,0.19,30,8.98,674.21,0.02,911.02,,,600
304.8,0.1,0.58,700000,112.99,0.94,0.84,1,5.4,0.08,0.21,30,9.59,685.46,0.02,1038.31,,,700
304.8,0.1,0.66,800000,107.32,0.95,0.87,1,5.66,0.09,0.22,30,10.17,695.38,0.02,1166.36,,,800
304.8,0.1,0.74,900000,102.83,0.96,0.9,1,5.91,0.09,0.23,30,10.72,704.25,0.02,1294.37,,,900
304.8,0.1,0.83,1000000,99.21,0.97,0.92,1,6.15,0.1,0.23,30,11.24,712.45,0.02,1423.34,,,1000
304.8,0.1,0.91,1100000,96.25,0.98,0.94,1,6.37,0.11,0.24,30,11.76,720.19,0.02,1555.21,,,1100
304.8,0.1,0.99,1200000,93.78,0.99,0.96,1,6.59,0.11,0.25,30,12.26,727.18,0.02,1689.34,,,1200
304.8,0.1,1.07,1300000,91.66,1,0.97,1,6.81,0.12,0.25,30,12.76,733.57,0.02,1827.27,,,1300
304.8,0.2,0.08,100040,320.47,0.77,0.42,1,2.78,0.03,0.07,30,4.45,555.82,0.01,115.11,,,100.04
304.8,0.2,0.16,200020,211.57,0.84,0.54,1,3.49,0.04,0.11,30,5.78,603.29,0.01,248.49,,,200.02
304.8,0.2,0.24,300020,167.77,0.87,0.63,1,4.02,0.05,0.14,30,6.78,628.6,0.01,372.9,,,300.02
304.8,0.2,0.33,400010,143.81,0.89,0.7,1,4.46,0.06,0.16,30,7.62,645.98,0.01,493.69,,,400.01
304.8,0.2,0.41,500000,129.49,0.91,0.75,1,4.82,0.06,0.18,30,8.34,661.43,0.01,612.43,,,500
304.8,0.2,0.49,600000,119.61,0.92,0.8,1,5.13,0.07,0.19,30,9,674.68,0.02,729.36,,,600
304.8,0.2,0.57,700000,112.28,0.93,0.84,1,5.41,0.08,0.21,30,9.6,685.98,0.02,846.53,,,700
304.8,0.2,0.65,800000,106.69,0.95,0.87,1,5.68,0.09,0.22,30,10.18,695.94,0.02,965.22,,,800
304.8,0.2,0.73,900000,102.26,0.96,0.89,1,5.92,0.09,0.23,30,10.73,704.84,0.02,1084.46,,,900
304.8,0.2,0.82,1000000,98.66,0.97,0.91,1,6.16,0.1,0.24,30,11.26,712.96,0.02,1205.29,,,1000
304.8,0.2,0.9,1100000,95.75,0.98,0.94,1,6.39,0.11,0.24,30,11.77,720.74,0.02,1329.09,,,1100
304.8,0.2,0.98,1200000,93.33,0.99,0.96,1,6.61,0.11,0.25,30,12.27,727.9,0.02,1455.4,,,1200
304.8,0.2,1.06,1300000,91.25,1,0.97,1,6.83,0.12,0.25,30,12.77,734.38,0.02,1585.53,,,1300
304.8,0.3,0.08,100040,313.71,0.77,0.41,1,2.81,0.03,0.07,30,4.47,556.1,0.01,14.87,,,100.04
304.8,0.3,0.16,200020,208.19,0.84,0.53,1,3.51,0.04,0.11,30,5.8,603.81,0.01,123.32,,,200.02
304.8,0.3,0.24,300020,165.82,0.87,0.62,1,4.04,0.05,0.14,30,6.79,629.76,0.01,229.21,,,300.02
304.8,0.3,0.32,400010,142.13,0.89,0.69,1,4.48,0.06,0.16,30,7.63,646.91,0.01,334.45,,,400.01
304.8,0.3,0.4,500000,127.94,0.9,0.74,1,4.84,0.06,0.18,30,8.36,662.15,0.01,440.58,,,500
304.8,0.3,0.48,600000,118.28,0.92,0.78,1,5.15,0.07,0.2,30,9.01,675.39,0.02,546.75,,,600
304.8,0.3,0.56,700000,111.11,0.93,0.82,1,5.43,0.08,0.21,30,9.62,686.81,0.02,653.79,,,700
304.8,0.3,0.64,800000,105.64,0.94,0.86,1,5.7,0.08,0.22,30,10.2,696.87,0.02,763.26,,,800
304.8,0.3,0.72,900000,101.28,0.96,0.88,1,5.95,0.09,0.23,30,10.75,705.76,0.02,873.77,,,900
304.8,0.3,0.8,1000000,97.76,0.97,0.9,1,6.18,0.1,0.24,30,11.28,713.91,0.02,986.38,,,1000
304.8,0.3,0.88,1100000,94.89,0.98,0.93,1,6.41,0.1,0.24,30,11.79,721.62,0.02,1102.25,,,1100
304.8,0.3,0.96,1200000,92.54,0.99,0.94,1,6.63,0.11,0.25,30,12.29,728.85,0.02,1220.96,,,1200
304.8,0.3,1.04,1300000,90.55,1,0.96,1,6.85,0.12,0.26,30,12.79,735.67,0.02,1343.34,,,1300
304.8,0.4,0.23,300020,162.89,0.86,0.6,1,4.06,0.05,0.14,30,6.81,631.17,0.01,83.7,,,300.02
304.8,0.4,0.31,400000,139.86,0.88,0.67,1,4.51,0.06,0.17,30,7.65,648.44,0.01,173.46,,,400
304.8,0.4,0.39,500000,125.71,0.9,0.72,1,4.88,0.06,0.18,30,8.39,663.11,0.01,266.57,,,500
304.8,0.4,0.46,600000,116.36,0.91,0.76,1,5.19,0.07,0.2,30,9.04,676.22,0.01,362.01,,,600
304.8,0.4,0.54,700000,109.48,0.93,0.8,1,5.47,0.08,0.21,30,9.65,687.92,0.02,459.8,,,700
304.8,0.4,0.62,800000,104.11,0.94,0.84,1,5.74,0.08,0.22,30,10.23,698.1,0.02,559.41,,,800
304.8,0.4,0.69,900000,99.91,0.95,0.87,1,5.98,0.09,0.23,30,10.78,707.05,0.02,661.08,,,900
304.8,0.4,0.77,1000000,96.49,0.96,0.89,1,6.22,0.1,0.24,30,11.3,715.24,0.02,765.64,,,1000
304.8,0.4,0.85,1100000,93.7,0.97,0.91,1,6.45,0.1,0.25,30,11.82,722.89,0.02,873.64,,,1100
304.8,0.4,0.93,1200000,91.41,0.98,0.93,1,6.67,0.11,0.25,30,12.32,730.1,0.02,984.68,,,1200
304.8,0.4,1,1300000,89.51,0.99,0.95,1,6.88,0.12,0.26,30,12.82,737.03,0.02,1099.71,,,1300
304.8,0.5,0.3,400010,136.94,0.88,0.65,1,4.54,0.05,0.17,30,7.67,650.48,0.01,10.05,,,400.01
304.8,0.5,0.37,500000,123.07,0.89,0.7,1,4.91,0.06,0.19,30,8.41,664.71,0.01,89.75,,,500
304.8,0.5,0.44,600000,113.85,0.91,0.74,1,5.23,0.07,0.2,30,9.08,677.46,0.01,173.96,,,600
304.8,0.5,0.52,700000,107.23,0.92,0.78,1,5.52,0.08,0.22,30,9.68,688.94,0.02,261.35,,,700
304.8,0.5,0.59,800000,102.14,0.94,0.81,1,5.78,0.08,0.23,30,10.26,699.44,0.02,352.07,,,800
304.8,0.5,0.67,900000,98.09,0.95,0.85,1,6.03,0.09,0.24,30,10.81,708.59,0.02,445.41,,,900
304.8,0.5,0.74,1000000,94.83,0.96,0.87,1,6.26,0.09,0.24,30,11.34,716.88,0.02,541.79,,,1000
304.8,0.5,0.81,1100000,92.14,0.97,0.89,1,6.49,0.1,0.25,30,11.86,724.57,0.02,641.8,,,1100
304.8,0.5,0.89,1200000,89.95,0.98,0.91,1,6.71,0.11,0.26,30,12.36,731.75,0.02,745.41,,,1200
304.8,0.5,0.96,1300000,88.11,0.99,0.93,1,6.93,0.11,0.26,30,12.86,738.64,0.02,853.64,,,1300
304.8,0.5,1.04,1400000,86.59,1,0.95,1,7.14,0.12,0.27,30,13.36,745.34,0.02,965.37,,,1400
304.8,0.6,0.49,700000,104.43,0.92,0.75,1,5.58,0.07,0.22,30,9.73,690.33,0.01,58.55,,,700
304.8,0.6,0.56,800000,99.66,0.93,0.78,1,5.84,0.08,0.23,30,10.31,700.75,0.02,140.71,,,800
304.8,0.6,0.63,900000,95.82,0.94,0.82,1,6.09,0.09,0.24,30,10.86,710.13,0.02,225.17,,,900
304.8,0.6,0.7,1000000,92.74,0.95,0.84,1,6.32,0.09,0.25,30,11.39,718.74,0.02,313.64,,,1000
304.8,0.6,0.77,1100000,90.22,0.96,0.87,1,6.55,0.1,0.26,30,11.91,726.55,0.02,406.06,,,1100
304.8,0.6,0.84,1200000,88.14,0.97,0.89,1,6.77,0.11,0.26,30,12.41,733.79,0.02,502.14,,,1200
304.8,0.6,0.91,1300000,86.4,0.98,0.91,1,6.99,0.11,0.27,30,12.91,740.68,0.02,602.42,,,1300
304.8,0.6,0.99,1400000,84.95,0.99,0.93,1,7.21,0.12,0.27,30,13.41,747.3,0.02,707.14,,,1400
304.8,0.6,1.06,1500000,83.78,1,0.94,1,7.42,0.13,0.28,30,13.91,753.81,0.02,818.09,,,1500
609.6,0,0.08,100040,319.46,0.78,0.43,1,2.69,0.03,0.07,30,4.34,555.03,0.01,308.04,,,100.04
609.6,0,0.17,200020,209.9,0.84,0.55,1,3.4,0.04,0.11,30,5.64,601.78,0.01,490.62,,,200.02
609.6,0,0.25,300020,166.03,0.87,0.65,1,3.93,0.05,0.14,30,6.63,626.36,0.01,652.57,,,300.02
609.6,0,0.34,400010,142.63,0.89,0.72,1,4.35,0.06,0.16,30,7.45,644.17,0.01,803.15,,,400.01
609.6,0,0.42,500000,128.59,0.91,0.77,1,4.7,0.06,0.18,30,8.16,659.9,0.02,945.95,,,500
609.6,0,0.5,600000,118.78,0.92,0.82,1,5.01,0.07,0.2,30,8.81,673.09,0.02,1085.72,,,600
609.6,0,0.59,700000,111.56,0.94,0.85,1,5.28,0.08,0.21,30,9.4,684.2,0.02,1222.43,,,700
609.6,0,0.67,800000,106.04,0.95,0.88,1,5.55,0.08,0.22,30,9.98,694.24,0.02,1360.98,,,800
609.6,0,0.76,900000,101.64,0.96,0.91,1,5.79,0.09,0.23,30,10.51,702.98,0.02,1497.33,,,900
609.6,0,0.84,1000000,98.15,0.97,0.93,1,6.02,0.1,0.24,30,11.04,711.34,0.02,1635.92,,,1000
609.6,0,0.92,1100000,95.28,0.98,0.95,1,6.25,0.1,0.24,30,11.55,719.04,0.02,1776.73,,,1100
609.6,0,1.01,1200000,92.85,1,0.96,1,6.47,0.11,0.25,30,12.05,725.86,0.02,1920.84,,,1200
609.6,0.1,0.08,100040,318.17,0.78,0.43,1,2.7,0.03,0.07,30,4.34,555.07,0.01,212.58,,,100.04
609.6,0.1,0.17,200020,209.29,0.84,0.55,1,3.4,0.04,0.11,30,5.64,601.91,0.01,370.14,,,200.02
609.6,0.1,0.25,300020,165.65,0.87,0.64,1,3.93,0.05,0.14,30,6.63,626.59,0.01,513.25,,,300.02
609.6,0.1,0.33,400010,142.27,0.89,0.72,1,4.36,0.06,0.16,30,7.45,644.3,0.01,648.82,,,400.01
609.6,0.1,0.42,500000,128.29,0.91,0.77,1,4.7,0.06,0.18,30,8.16,660.03,0.02,779.39,,,500
609.6,0.1,0.5,600000,118.53,0.92,0.81,1,5.01,0.07,0.2,30,8.81,673.26,0.02,908.19,,,600
609.6,0.1,0.59,700000,111.33,0.94,0.85,1,5.29,0.08,0.21,30,9.41,684.38,0.02,1035.03,,,700
609.6,0.1,0.67,800000,105.83,0.95,0.88,1,5.55,0.08,0.22,30,9.98,694.42,0.02,1164.23,,,800
609.6,0.1,0.75,900000,101.46,0.96,0.9,1,5.8,0.09,0.23,30,10.52,703.16,0.02,1292.03,,,900
609.6,0.1,0.84,1000000,97.97,0.97,0.93,1,6.03,0.1,0.24,30,11.04,711.52,0.02,1422.37,,,1000
609.6,0.1,0.92,1100000,95.12,0.98,0.95,1,6.25,0.1,0.24,30,11.55,719.23,0.02,1555.24,,,1100
609.6,0.1,1,1200000,92.71,1,0.96,1,6.48,0.11,0.25,30,12.05,726.13,0.02,1691.43,,,1200
609.6,0.2,0.08,100040,314.2,0.77,0.42,1,2.71,0.03,0.07,30,4.36,555.21,0.01,116.61,,,100.04
609.6,0.2,0.17,200020,207.38,0.84,0.55,1,3.41,0.04,0.11,30,5.65,602.28,0.01,249.37,,,200.02
609.6,0.2,0.25,300020,164.48,0.87,0.64,1,3.94,0.05,0.14,30,6.64,627.25,0.01,373.76,,,300.02
609.6,0.2,0.33,400010,141.24,0.89,0.71,1,4.37,0.06,0.16,30,7.46,644.79,0.01,494.35,,,400.01
609.6,0.2,0.41,500000,127.39,0.91,0.76,1,4.72,0.06,0.18,30,8.17,660.39,0.02,612.79,,,500
609.6,0.2,0.5,600000,117.78,0.92,0.81,1,5.02,0.07,0.2,30,8.82,673.75,0.02,730.72,,,600
609.6,0.2,0.58,700000,110.65,0.93,0.84,1,5.3,0.08,0.21,30,9.42,684.92,0.02,847.72,,,700
609.6,0.2,0.66,800000,105.22,0.95,0.87,1,5.57,0.08,0.22,30,9.99,694.97,0.02,967.68,,,800
609.6,0.2,0.74,900000,100.91,0.96,0.9,1,5.81,0.09,0.23,30,10.53,703.76,0.02,1086.84,,,900
609.6,0.2,0.83,1000000,97.44,0.97,0.92,1,6.04,0.1,0.24,30,11.05,712.05,0.02,1209.12,,,1000
609.6,0.2,0.91,1100000,94.64,0.98,0.94,1,6.27,0.1,0.25,30,11.56,719.8,0.02,1334.09,,,1100
609.6,0.2,0.99,1200000,92.29,0.99,0.96,1,6.49,0.11,0.25,30,12.06,726.9,0.02,1462.33,,,1200
609.6,0.2,1.07,1300000,90.28,1,0.97,1,6.71,0.12,0.26,30,12.56,733.39,0.02,1594.64,,,1300
609.6,0.3,0.08,100040,307.64,0.77,0.42,1,2.74,0.03,0.08,30,4.37,555.48,0.01,18.98,,,100.04
609.6,0.3,0.16,200020,204.17,0.84,0.54,1,3.44,0.04,0.11,30,5.67,602.85,0.01,127.43,,,200.02
609.6,0.3,0.24,300020,162.55,0.87,0.62,1,3.96,0.05,0.14,30,6.65,628.36,0.01,233.42,,,300.02
609.6,0.3,0.32,400010,139.62,0.88,0.7,1,4.39,0.06,0.17,30,7.47,645.72,0.01,338.9,,,400.01
609.6,0.3,0.4,500000,125.87,0.9,0.74,1,4.74,0.06,0.18,30,8.19,661.01,0.01,445.13,,,500
609.6,0.3,0.49,600000,116.52,0.92,0.79,1,5.05,0.07,0.2,30,8.84,674.53,0.02,552.84,,,600
609.6,0.3,0.57,700000,109.49,0.93,0.83,1,5.33,0.08,0.21,30,9.44,685.79,0.02,659.69,,,700
609.6,0.3,0.65,800000,104.19,0.94,0.86,1,5.59,0.08,0.22,30,10.01,695.9,0.02,770.24,,,800
609.6,0.3,0.73,900000,99.97,0.96,0.89,1,5.83,0.09,0.23,30,10.55,704.72,0.02,880.94,,,900
609.6,0.3,0.81,1000000,96.54,0.97,0.91,1,6.07,0.1,0.24,30,11.07,712.91,0.02,994.89,,,1000
609.6,0.3,0.89,1100000,93.82,0.98,0.93,1,6.29,0.1,0.25,30,11.58,720.71,0.02,1112.25,,,1100
609.6,0.3,0.97,1200000,91.55,0.99,0.95,1,6.51,0.11,0.25,30,12.08,728,0.02,1232.8,,,1200
609.6,0.3,1.05,1300000,89.61,1,0.97,1,6.73,0.12,0.26,30,12.58,734.72,0.02,1357.43,,,1300
609.6,0.4,0.16,200020,199.51,0.83,0.52,1,3.47,0.04,0.12,30,5.69,603.51,0.01,2.95,,,200.02
609.6,0.4,0.23,300020,159.81,0.86,0.61,1,3.98,0.05,0.15,30,6.67,629.89,0.01,91.41,,,300.02
609.6,0.4,0.31,400000,137.26,0.88,0.68,1,4.42,0.05,0.17,30,7.49,646.95,0.01,181.6,,,400
609.6,0.4,0.39,500000,123.73,0.9,0.73,1,4.77,0.06,0.19,30,8.21,662.01,0.01,275.35,,,500
609.6,0.4,0.47,600000,114.64,0.91,0.77,1,5.08,0.07,0.2,30,8.86,675.35,0.02,371.97,,,600
609.6,0.4,0.55,700000,107.91,0.93,0.81,1,5.36,0.08,0.21,30,9.46,686.9,0.02,469.55,,,700
609.6,0.4,0.63,800000,102.73,0.94,0.85,1,5.62,0.08,0.23,30,10.04,697.14,0.02,570.96,,,800
609.6,0.4,0.7,900000,98.63,0.95,0.87,1,5.87,0.09,0.24,30,10.57,706,0.02,673.21,,,900
609.6,0.4,0.78,1000000,95.33,0.96,0.9,1,6.1,0.1,0.24,30,11.1,714.28,0.02,779.27,,,1000
609.6,0.4,0.86,1100000,92.62,0.97,0.92,1,6.33,0.1,0.25,30,11.61,721.89,0.02,888.22,,,1100
609.6,0.4,0.94,1200000,90.45,0.98,0.94,1,6.55,0.11,0.26,30,12.11,729.28,0.02,1001.75,,,1200
609.6,0.4,1.02,1300000,88.62,1,0.95,1,6.76,0.12,0.26,30,12.61,736.28,0.02,1118.87,,,1300
609.6,0.5,0.3,400010,134.51,0.88,0.65,1,4.45,0.05,0.17,30,7.52,649.1,0.01,22.14,,,400.01
609.6,0.5,0.38,500000,121.09,0.89,0.71,1,4.81,0.06,0.19,30,8.24,663.5,0.01,102.76,,,500
609.6,0.5,0.45,600000,112.2,0.91,0.75,1,5.13,0.07,0.21,30,8.9,676.48,0.01,188.39,,,600
609.6,0.5,0.53,700000,105.78,0.92,0.79,1,5.4,0.07,0.22,30,9.49,688,0.02,276.5,,,700
609.6,0.5,0.6,800000,100.82,0.94,0.82,1,5.67,0.08,0.23,30,10.07,698.58,0.02,368.54,,,800
609.6,0.5,0.68,900000,96.87,0.95,0.85,1,5.91,0.09,0.24,30,10.61,707.57,0.02,462.49,,,900
609.6,0.5,0.75,1000000,93.72,0.96,0.88,1,6.15,0.09,0.25,30,11.14,715.94,0.02,560.63,,,1000
609.6,0.5,0.83,1100000,91.15,0.97,0.9,1,6.37,0.1,0.25,30,11.65,723.64,0.02,662.24,,,1100
609.6,0.5,0.9,1200000,89.03,0.98,0.92,1,6.59,0.11,0.26,30,12.15,730.87,0.02,767.89,,,1200
609.6,0.5,0.98,1300000,87.27,0.99,0.94,1,6.81,0.11,0.27,30,12.65,737.9,0.02,877.76,,,1300
609.6,0.5,1.05,1400000,85.85,1,0.95,1,7.02,0.12,0.27,30,13.15,744.73,0.02,993.37,,,1400
609.6,0.6,0.43,600000,109.22,0.9,0.72,1,5.18,0.07,0.21,30,8.94,678.1,0.01,0.34,,,600
609.6,0.6,0.5,700000,103.06,0.92,0.76,1,5.46,0.07,0.23,30,9.54,689.33,0.01,78.71,,,700
609.6,0.6,0.57,800000,98.38,0.93,0.79,1,5.72,0.08,0.24,30,10.11,699.88,0.02,161.8,,,800
609.6,0.6,0.64,900000,94.68,0.94,0.82,1,5.97,0.09,0.24,30,10.65,709.24,0.02,247.36,,,900
609.6,0.6,0.72,1000000,91.69,0.95,0.85,1,6.2,0.09,0.25,30,11.18,717.83,0.02,337.87,,,1000
609.6,0.6,0.79,1100000,89.28,0.96,0.87,1,6.43,0.1,0.26,30,11.7,725.63,0.02,431.82,,,1100
609.6,0.6,0.86,1200000,87.28,0.97,0.9,1,6.65,0.1,0.27,30,12.2,732.96,0.02,530.4,,,1200
609.6,0.6,0.93,1300000,85.6,0.98,0.91,1,6.87,0.11,0.27,30,12.7,739.91,0.02,632.32,,,1300
609.6,0.6,1,1400000,84.25,0.99,0.93,1,7.08,0.12,0.28,30,13.2,746.66,0.02,740.94,,,1400
914.4,0,0.09,100040,313.08,0.78,0.43,1,2.63,0.03,0.07,30,4.24,554.43,0.01,304.6,,,100.04
914.4,0,0.17,200020,205.66,0.84,0.56,1,3.32,0.04,0.11,30,5.52,600.72,0.01,485.59,,,200.02
914.4,0,0.26,300020,162.76,0.87,0.65,1,3.85,0.05,0.14,30,6.49,624.99,0.01,647.04,,,300.02
914.4,0,0.34,400010,140.16,0.89,0.72,1,4.26,0.06,0.17,30,7.29,643.14,0.01,796.46,,,400.01
914.4,0,0.43,500000,126.48,0.91,0.78,1,4.6,0.06,0.18,30,7.99,658.84,0.02,938.5,,,500
914.4,0,0.51,600000,116.94,0.92,0.82,1,4.91,0.07,0.2,30,8.63,672.09,0.02,1078.61,,,600
914.4,0,0.6,700000,109.92,0.94,0.86,1,5.18,0.08,0.21,30,9.22,683.15,0.02,1215.22,,,700
914.4,0,0.68,800000,104.56,0.95,0.89,1,5.44,0.08,0.22,30,9.79,693.14,0.02,1353.56,,,800
914.4,0,0.77,900000,100.32,0.96,0.91,1,5.68,0.09,0.23,30,10.32,702.01,0.02,1490.79,,,900
914.4,0,0.85,1000000,96.93,0.97,0.93,1,5.91,0.1,0.24,30,10.84,710.42,0.02,1630.78,,,1000
914.4,0,0.94,1100000,94.15,0.99,0.95,1,6.13,0.1,0.25,30,11.35,717.97,0.02,1772.9,,,1100
914.4,0,1.02,1200000,91.81,1,0.97,1,6.36,0.11,0.25,30,11.85,724.82,0.02,1919.03,,,1200
914.4,0.1,0.08,100040,311.83,0.78,0.43,1,2.64,0.03,0.07,30,4.25,554.48,0.01,211.57,,,100.04
914.4,0.1,0.17,200020,205.07,0.84,0.56,1,3.33,0.04,0.11,30,5.52,600.86,0.01,368.06,,,200.02
914.4,0.1,0.25,300020,162.4,0.87,0.65,1,3.85,0.05,0.14,30,6.49,625.23,0.01,510.93,,,300.02
914.4,0.1,0.34,400010,139.82,0.89,0.72,1,4.27,0.06,0.17,30,7.3,643.28,0.01,645.82,,,400.01
914.4,0.1,0.42,500000,126.2,0.91,0.77,1,4.6,0.06,0.18,30,7.99,659,0.02,775.88,,,500
